YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,WS10M,PRECTOTCORR,DATE
1982,1,2,26.67,26.87,26.44,80.85,3.51,0.05,1982-01-02
1982,1,3,26.73,26.85,26.61,80.33,4.47,0.1,1982-01-03
1982,1,4,26.5,26.59,26.39,77.1,3.77,0.25,1982-01-04
1982,1,5,26.36,26.47,26.21,73.64,2.42,0.93,1982-01-05
1982,1,6,26.08,26.19,25.98,76.21,2.83,3.88,1982-01-06
1982,1,7,25.82,25.93,25.7,75.08,2.08,3.07,1982-01-07
1982,1,8,25.65,25.74,25.51,76.99,2.57,0.73,1982-01-08
1982,1,9,25.78,26.17,25.45,76.23,1.46,3.93,1982-01-09
1982,1,10,25.86,26.19,25.46,78.99,2.94,14.8,1982-01-10
1982,1,11,26.07,26.15,25.84,80.74,4.2,5.73,1982-01-11
1982,1,12,26.19,26.73,25.59,83.32,3.86,4.79,1982-01-12
1982,1,13,26.52,26.72,26.24,81.62,3.63,0.64,1982-01-13
1982,1,14,26.36,26.6,26.09,80.99,2.36,0.32,1982-01-14
1982,1,15,26.33,26.48,26.13,83.51,3.55,1.1,1982-01-15
1982,1,16,26.38,26.52,26.18,83.07,3.45,3.81,1982-01-16
1982,1,17,26.38,26.6,26.16,84.37,4.7,2.01,1982-01-17
1982,1,18,26.5,26.64,26.16,83.56,4.19,3.46,1982-01-18
1982,1,19,25.87,26.08,25.65,80.56,1.98,0.47,1982-01-19
1982,1,20,26.3,26.7,25.64,81.61,4.45,5.55,1982-01-20
1982,1,21,26.69,26.86,26.51,78.91,4.49,1.56,1982-01-21
1982,1,22,26.6,26.77,26.37,79.43,4.31,6.41,1982-01-22
1982,1,23,26.09,26.26,25.8,81.99,3.52,3.33,1982-01-23
1982,1,24,26.08,26.52,25.62,79.7,2.5,5.02,1982-01-24
1982,1,25,26.4,26.69,26.07,78.06,1.99,3.67,1982-01-25
1982,1,26,26.66,27.23,26.04,76.84,2.11,2.49,1982-01-26
1982,1,27,26.98,27.16,26.78,77.73,2.44,5.08,1982-01-27
1982,1,28,26.92,27.07,26.76,80.86,3.52,4.65,1982-01-28
1982,1,29,27.1,27.32,26.94,80.03,3.8,3.76,1982-01-29
1982,1,30,27.2,27.3,27.09,74.77,1.88,2.94,1982-01-30
1982,1,31,27.41,27.7,27.05,73.55,1.83,1.47,1982-01-31
1982,2,1,27.39,27.6,26.91,73.91,1.96,3.7,1982-02-01
1982,2,2,26.78,27.15,26.42,75.11,1.67,1.8,1982-02-02
1982,2,3,27.03,27.32,26.75,74.7,2.66,3.72,1982-02-03
1982,2,4,26.73,27.03,26.61,81.88,2.68,15.96,1982-02-04
1982,2,5,26.58,26.75,26.41,81.52,3.37,9.38,1982-02-05
1982,2,6,25.82,26.32,25.46,86.47,4.2,1.81,1982-02-06
1982,2,7,26.18,26.52,25.86,82.57,3.18,3.33,1982-02-07
1982,2,8,26.4,26.85,26.03,79.27,1.5,0.84,1982-02-08
1982,2,9,26.6,26.89,26.31,74.58,0.74,1.48,1982-02-09
1982,2,10,26.41,26.66,26.15,74.43,0.68,1.92,1982-02-10
1982,2,11,26.26,26.48,25.98,74.95,1.57,2.93,1982-02-11
1982,2,12,26.1,26.43,25.72,80.7,2.96,3.64,1982-02-12
1982,2,13,26.1,26.4,25.65,80.05,2.74,1.48,1982-02-13
1982,2,14,26.31,26.56,26.0,78.23,2.33,0.81,1982-02-14
1982,2,15,26.46,26.57,26.27,80.28,3.2,0.16,1982-02-15
1982,2,16,26.51,26.73,26.23,81.16,3.06,0.91,1982-02-16
1982,2,17,27.03,27.75,26.28,77.46,2.31,2.12,1982-02-17
1982,2,18,27.53,27.88,27.03,75.11,1.89,0.54,1982-02-18
1982,2,19,27.58,27.73,27.44,77.27,2.72,0.72,1982-02-19
1982,2,20,27.27,27.38,27.17,80.67,2.92,5.92,1982-02-20
1982,2,21,27.24,27.4,27.02,82.79,3.69,1.43,1982-02-21
1982,2,22,27.07,27.31,26.95,84.93,5.28,6.66,1982-02-22
1982,2,23,26.91,27.21,26.78,85.29,4.2,1.01,1982-02-23
1982,2,24,26.78,27.06,26.46,83.24,2.91,1.9,1982-02-24
1982,2,25,26.08,26.88,25.44,83.98,1.82,8.34,1982-02-25
1982,2,26,26.5,27.24,25.81,81.91,2.55,7.88,1982-02-26
1982,2,27,27.09,27.26,26.94,80.45,4.55,3.31,1982-02-27
1982,2,28,26.72,27.17,26.56,81.33,3.52,5.23,1982-02-28
1982,3,1,26.72,26.98,26.46,79.39,3.2,4.06,1982-03-01
1982,3,2,27.47,28.09,27.0,72.16,2.01,4.81,1982-03-02
1982,3,3,27.7,27.99,27.42,75.92,2.31,0.01,1982-03-03
1982,3,4,27.6,27.81,27.41,76.32,2.49,0.57,1982-03-04
1982,3,5,27.89,28.21,27.58,74.88,2.1,1.02,1982-03-05
1982,3,6,28.1,28.26,27.86,76.2,3.81,7.42,1982-03-06
1982,3,7,27.93,28.12,27.73,78.68,3.52,3.73,1982-03-07
1982,3,8,27.57,27.66,27.41,80.87,3.29,1.54,1982-03-08
1982,3,9,27.18,27.39,27.05,83.61,3.57,2.73,1982-03-09
1982,3,10,27.19,27.46,26.88,82.95,4.18,3.63,1982-03-10
1982,3,11,26.66,27.25,26.13,85.79,4.02,8.16,1982-03-11
1982,3,12,27.39,27.67,26.78,81.12,3.4,0.73,1982-03-12
1982,3,13,27.13,27.51,26.87,81.41,3.29,3.55,1982-03-13
1982,3,14,26.94,27.62,26.5,78.4,2.59,4.63,1982-03-14
1982,3,15,28.01,28.23,27.65,75.3,3.07,0.48,1982-03-15
1982,3,16,27.8,27.9,27.66,79.98,3.79,2.2,1982-03-16
1982,3,17,26.9,27.55,26.48,76.07,2.27,12.07,1982-03-17
1982,3,18,27.29,27.93,26.72,69.76,2.02,4.11,1982-03-18
1982,3,19,27.39,27.9,26.78,77.89,3.47,7.84,1982-03-19
1982,3,20,27.25,27.4,26.99,78.19,2.11,1.75,1982-03-20
1982,3,21,27.46,27.67,27.24,81.81,3.71,3.26,1982-03-21
1982,3,22,27.42,27.83,27.08,81.6,3.03,2.2,1982-03-22
1982,3,23,27.42,27.57,27.26,82.14,2.63,5.17,1982-03-23
1982,3,24,27.0,27.32,26.84,79.28,1.81,12.14,1982-03-24
1982,3,25,27.4,27.61,27.27,79.59,3.64,2.32,1982-03-25
1982,3,26,28.46,28.96,27.55,79.33,5.21,1.08,1982-03-26
1982,3,27,28.46,28.74,28.24,79.62,4.95,1.59,1982-03-27
1982,3,28,27.86,28.15,27.61,82.33,4.27,3.4,1982-03-28
1982,3,29,27.2,27.54,26.91,87.07,3.82,8.25,1982-03-29
1982,3,30,26.55,27.07,25.95,86.56,2.91,8.2,1982-03-30
1982,3,31,26.67,27.85,25.78,82.88,2.1,0.67,1982-03-31
1982,4,1,28.01,28.19,27.83,80.06,3.93,0.16,1982-04-01
1982,4,2,27.8,27.98,27.69,81.76,4.7,0.24,1982-04-02
1982,4,3,28.21,28.5,27.82,78.3,3.52,0.05,1982-04-03
1982,4,4,28.48,28.6,28.29,77.33,2.63,0.1,1982-04-04
1982,4,5,28.44,28.55,28.24,74.51,2.71,0.12,1982-04-05
1982,4,6,28.07,28.27,27.63,76.01,2.87,0.24,1982-04-06
1982,4,7,27.34,27.52,27.19,82.89,3.02,0.46,1982-04-07
1982,4,8,27.24,27.67,26.88,83.23,3.05,0.87,1982-04-08
1982,4,9,27.65,27.93,27.1,83.65,4.6,2.65,1982-04-09
1982,4,10,26.67,26.91,26.48,84.8,4.05,23.47,1982-04-10
1982,4,11,27.0,27.34,26.72,84.49,3.46,34.93,1982-04-11
1982,4,12,27.51,27.69,27.36,86.13,4.54,8.4,1982-04-12
1982,4,13,27.34,27.48,27.17,84.39,4.14,8.04,1982-04-13
1982,4,14,26.63,27.31,26.15,85.08,3.06,11.71,1982-04-14
1982,4,15,26.51,26.76,26.08,84.03,3.32,3.98,1982-04-15
1982,4,16,26.88,27.41,26.68,84.19,4.43,9.98,1982-04-16
1982,4,17,26.88,27.4,26.19,82.09,3.3,6.8,1982-04-17
1982,4,18,26.97,27.34,26.62,81.53,3.52,4.57,1982-04-18
1982,4,19,27.12,27.35,26.9,83.38,5.14,4.09,1982-04-19
1982,4,20,27.45,27.73,27.08,82.62,5.94,1.96,1982-04-20
1982,4,21,27.78,27.95,27.51,78.19,5.99,1.03,1982-04-21
1982,4,22,27.53,27.65,27.38,75.97,4.32,3.59,1982-04-22
1982,4,23,27.37,27.6,27.16,75.36,3.33,2.5,1982-04-23
1982,4,24,26.51,27.05,26.13,82.32,4.05,0.82,1982-04-24
1982,4,25,26.98,27.28,26.56,82.15,5.76,0.4,1982-04-25
1982,4,26,27.04,27.31,26.91,82.04,5.62,0.02,1982-04-26
1982,4,27,26.83,27.14,26.54,83.31,4.29,0.11,1982-04-27
1982,4,28,26.2,26.4,25.96,86.03,3.62,0.0,1982-04-28
1982,4,29,26.58,26.78,26.33,82.84,5.26,0.02,1982-04-29
1982,4,30,26.61,26.79,26.42,81.18,5.44,0.03,1982-04-30
1982,5,1,26.44,26.79,26.19,80.67,4.85,2.82,1982-05-01
1982,5,2,26.97,27.2,26.65,80.74,4.7,0.58,1982-05-02
1982,5,3,27.15,27.4,26.84,82.77,5.16,0.53,1982-05-03
1982,5,4,27.08,27.2,26.88,84.77,4.93,0.39,1982-05-04
1982,5,5,26.72,26.83,26.51,82.91,3.46,1.37,1982-05-05
1982,5,6,26.48,26.67,26.28,85.01,5.55,1.17,1982-05-06
1982,5,7,26.83,27.13,26.52,83.26,6.81,2.2,1982-05-07
1982,5,8,26.78,27.14,26.34,82.8,5.48,1.22,1982-05-08
1982,5,9,26.7,26.93,26.5,82.0,4.56,3.34,1982-05-09
1982,5,10,26.92,27.1,26.65,80.28,5.22,3.11,1982-05-10
1982,5,11,26.79,26.98,26.48,81.88,5.21,0.51,1982-05-11
1982,5,12,26.31,26.4,26.16,82.58,6.15,1.23,1982-05-12
1982,5,13,26.08,26.25,25.83,82.35,5.7,1.25,1982-05-13
1982,5,14,26.36,26.58,26.1,81.43,4.31,0.62,1982-05-14
1982,5,15,26.86,27.15,26.24,78.87,4.85,0.17,1982-05-15
1982,5,16,26.7,26.86,26.52,81.27,4.5,0.67,1982-05-16
1982,5,17,26.76,26.91,26.46,84.47,5.65,1.31,1982-05-17
1982,5,18,26.79,26.95,26.62,84.3,5.61,0.37,1982-05-18
1982,5,19,27.03,27.2,26.6,79.27,5.56,0.94,1982-05-19
1982,5,20,26.72,26.96,26.24,80.66,4.31,0.1,1982-05-20
1982,5,21,25.75,26.09,25.52,87.45,4.75,0.7,1982-05-21
1982,5,22,26.39,26.62,25.92,81.19,5.81,0.67,1982-05-22
1982,5,23,26.46,26.63,26.25,81.55,5.53,0.52,1982-05-23
1982,5,24,26.22,26.42,26.08,81.72,5.78,0.18,1982-05-24
1982,5,25,26.3,26.56,26.09,79.96,5.54,0.25,1982-05-25
1982,5,26,26.22,26.48,25.92,80.45,6.05,3.52,1982-05-26
1982,5,27,25.96,26.14,25.79,80.74,5.22,6.63,1982-05-27
1982,5,28,26.02,26.12,25.85,77.54,5.65,0.16,1982-05-28
1982,5,29,25.86,25.93,25.7,79.18,5.66,0.15,1982-05-29
1982,5,30,25.94,26.2,25.7,80.35,5.86,0.27,1982-05-30
1982,5,31,26.06,26.18,25.88,80.52,5.34,0.56,1982-05-31
1982,6,1,25.82,26.23,25.41,84.39,6.18,0.71,1982-06-01
1982,6,2,25.88,26.16,25.48,83.96,5.99,0.01,1982-06-02
1982,6,3,25.19,25.42,25.03,81.33,6.05,0.0,1982-06-03
1982,6,4,24.82,24.95,24.73,81.57,5.6,0.0,1982-06-04
1982,6,5,24.98,25.27,24.7,78.64,6.54,0.01,1982-06-05
1982,6,6,24.48,24.8,24.22,79.05,5.64,0.18,1982-06-06
1982,6,7,24.69,24.91,24.54,77.79,5.59,0.2,1982-06-07
1982,6,8,24.65,24.85,24.48,83.48,5.23,0.12,1982-06-08
1982,6,9,24.7,24.89,24.38,84.33,4.6,0.06,1982-06-09
1982,6,10,24.58,24.89,24.08,83.65,4.61,0.08,1982-06-10
1982,6,11,24.14,24.37,23.83,83.5,5.77,0.15,1982-06-11
1982,6,12,24.05,24.18,23.95,78.14,5.69,0.1,1982-06-12
1982,6,13,23.92,24.03,23.82,78.57,5.4,0.08,1982-06-13
1982,6,14,23.55,23.73,23.41,79.41,5.31,0.1,1982-06-14
1982,6,15,22.82,23.28,22.47,87.09,4.44,0.03,1982-06-15
1982,6,16,22.52,22.64,22.31,90.3,4.42,0.03,1982-06-16
1982,6,17,22.37,22.48,22.22,91.55,3.73,0.0,1982-06-17
1982,6,18,22.37,22.5,22.21,92.94,4.04,0.0,1982-06-18
1982,6,19,22.27,22.38,22.09,91.41,4.38,0.0,1982-06-19
1982,6,20,22.49,22.61,22.26,90.25,4.88,0.09,1982-06-20
1982,6,21,22.76,23.14,22.43,90.24,4.79,0.09,1982-06-21
1982,6,22,23.36,23.82,23.03,85.87,4.78,0.49,1982-06-22
1982,6,23,23.67,23.81,23.49,80.16,4.76,0.07,1982-06-23
1982,6,24,23.38,23.68,23.19,81.92,3.91,0.67,1982-06-24
1982,6,25,23.4,23.52,23.18,82.32,5.26,1.11,1982-06-25
1982,6,26,23.35,23.48,23.04,83.47,5.16,0.44,1982-06-26
1982,6,27,23.1,23.33,22.84,83.57,4.49,0.04,1982-06-27
1982,6,28,23.02,23.19,22.77,80.32,4.58,0.01,1982-06-28
1982,6,29,22.58,22.95,22.32,86.48,4.77,0.24,1982-06-29
1982,6,30,22.81,22.93,22.59,85.79,4.47,0.55,1982-06-30
1982,7,1,22.33,22.55,21.87,89.38,4.59,1.07,1982-07-01
1982,7,2,21.73,21.87,21.58,88.55,5.57,3.44,1982-07-02
1982,7,3,21.52,21.57,21.44,84.72,5.35,0.66,1982-07-03
1982,7,4,21.27,21.4,21.01,84.17,4.04,0.71,1982-07-04
1982,7,5,21.01,21.17,20.81,87.1,4.05,0.07,1982-07-05
1982,7,6,21.11,21.21,20.95,88.18,2.76,0.02,1982-07-06
1982,7,7,20.97,21.18,20.73,91.51,2.59,0.04,1982-07-07
1982,7,8,21.62,22.09,21.05,87.37,3.76,0.03,1982-07-08
1982,7,9,22.34,22.73,21.91,83.54,4.35,0.02,1982-07-09
1982,7,10,23.0,23.33,22.67,81.82,5.15,0.14,1982-07-10
1982,7,11,23.45,23.68,23.23,83.58,4.36,0.07,1982-07-11
1982,7,12,23.77,24.07,23.5,83.02,4.97,0.02,1982-07-12
1982,7,13,24.03,24.18,23.86,82.54,4.74,0.07,1982-07-13
1982,7,14,23.75,23.84,23.6,82.03,4.54,0.02,1982-07-14
1982,7,15,23.44,23.6,23.22,83.5,5.48,0.0,1982-07-15
1982,7,16,23.27,23.37,23.11,81.32,5.45,0.01,1982-07-16
1982,7,17,22.81,23.07,22.53,84.85,5.31,0.04,1982-07-17
1982,7,18,22.37,22.57,22.29,84.12,4.07,0.02,1982-07-18
1982,7,19,22.47,22.64,22.17,79.33,3.83,0.0,1982-07-19
1982,7,20,22.27,22.57,22.0,84.68,4.77,0.0,1982-07-20
1982,7,21,22.62,23.07,22.15,80.36,4.79,0.0,1982-07-21
1982,7,22,22.9,23.0,22.8,80.9,5.68,0.01,1982-07-22
1982,7,23,22.4,22.7,22.12,85.18,5.56,0.01,1982-07-23
1982,7,24,22.55,22.66,22.34,85.19,4.92,0.17,1982-07-24
1982,7,25,22.75,23.05,22.47,85.11,5.13,0.09,1982-07-25
1982,7,26,22.98,23.28,22.55,83.81,5.41,0.04,1982-07-26
1982,7,27,23.14,23.27,22.95,79.72,4.79,0.0,1982-07-27
1982,7,28,23.25,23.38,23.09,78.48,4.95,0.11,1982-07-28
1982,7,29,23.48,23.75,23.2,78.16,4.09,0.12,1982-07-29
1982,7,30,23.4,23.66,23.24,80.48,4.8,0.17,1982-07-30
1982,7,31,23.31,23.58,22.87,79.07,5.16,0.08,1982-07-31
1982,8,1,22.86,23.1,22.45,80.39,5.04,0.2,1982-08-01
1982,8,2,22.88,23.04,22.74,76.28,5.43,0.3,1982-08-02
1982,8,3,22.5,22.63,22.33,77.06,5.62,0.12,1982-08-03
1982,8,4,22.28,22.48,22.02,77.38,5.32,0.01,1982-08-04
1982,8,5,22.39,22.63,22.17,76.07,5.31,0.01,1982-08-05
1982,8,6,22.2,22.34,22.12,78.11,4.2,0.0,1982-08-06
1982,8,7,22.45,22.66,22.17,75.48,3.86,0.0,1982-08-07
1982,8,8,22.48,22.6,22.33,79.65,5.62,0.0,1982-08-08
1982,8,9,22.91,23.2,22.6,77.53,5.39,0.11,1982-08-09
1982,8,10,22.98,23.29,22.56,77.64,5.3,0.32,1982-08-10
1982,8,11,23.13,23.25,22.94,76.39,3.92,0.21,1982-08-11
1982,8,12,23.34,23.63,23.0,75.84,2.67,0.1,1982-08-12
1982,8,13,23.59,23.7,23.43,76.99,4.12,0.04,1982-08-13
1982,8,14,23.43,23.65,23.15,79.79,5.02,0.04,1982-08-14
1982,8,15,23.25,23.44,23.1,73.42,3.04,0.16,1982-08-15
1982,8,16,23.35,23.51,23.07,72.59,2.5,0.11,1982-08-16
1982,8,17,23.24,23.33,23.13,79.24,4.72,0.02,1982-08-17
1982,8,18,22.91,23.19,22.78,81.45,4.2,0.04,1982-08-18
1982,8,19,23.11,23.37,22.95,80.15,4.31,0.04,1982-08-19
1982,8,20,23.05,23.36,22.63,76.64,4.65,0.09,1982-08-20
1982,8,21,23.01,23.28,22.75,75.9,5.19,0.16,1982-08-21
1982,8,22,22.96,23.08,22.81,75.49,4.97,0.13,1982-08-22
1982,8,23,22.6,22.8,22.33,75.73,3.98,0.27,1982-08-23
1982,8,24,22.54,22.77,22.29,75.52,4.35,0.26,1982-08-24
1982,8,25,22.38,22.73,21.99,78.21,3.89,0.06,1982-08-25
1982,8,26,22.74,23.03,22.3,77.33,3.26,0.0,1982-08-26
1982,8,27,23.19,23.4,22.82,78.76,3.85,0.11,1982-08-27
1982,8,28,23.33,23.55,23.15,77.31,3.15,0.09,1982-08-28
1982,8,29,23.46,23.62,23.33,77.12,2.94,0.12,1982-08-29
1982,8,30,23.25,23.49,22.96,78.59,4.05,0.25,1982-08-30
1982,8,31,22.95,23.15,22.68,79.33,4.17,0.21,1982-08-31
1982,9,1,22.93,23.28,22.55,78.8,4.55,0.15,1982-09-01
1982,9,2,23.05,23.24,22.93,79.0,4.87,0.15,1982-09-02
1982,9,3,22.95,23.04,22.84,78.39,4.2,0.0,1982-09-03
1982,9,4,23.06,23.28,22.8,78.57,4.33,0.0,1982-09-04
1982,9,5,22.88,23.0,22.7,78.96,4.46,0.0,1982-09-05
1982,9,6,22.66,22.82,22.52,78.49,3.64,0.0,1982-09-06
1982,9,7,22.78,23.19,22.51,81.98,3.3,0.0,1982-09-07
1982,9,8,23.18,23.39,22.9,81.8,3.83,0.84,1982-09-08
1982,9,9,23.39,23.55,23.09,80.3,2.93,0.28,1982-09-09
1982,9,10,23.67,24.25,22.94,81.63,3.66,1.49,1982-09-10
1982,9,11,24.07,24.26,23.72,80.32,4.3,0.01,1982-09-11
1982,9,12,23.78,23.96,23.51,81.55,4.74,0.07,1982-09-12
1982,9,13,23.43,23.69,23.33,83.11,4.72,0.02,1982-09-13
1982,9,14,23.74,23.91,23.57,82.54,4.64,0.12,1982-09-14
1982,9,15,23.63,23.75,23.42,82.09,5.43,0.01,1982-09-15
1982,9,16,23.6,23.68,23.47,77.43,4.38,0.0,1982-09-16
1982,9,17,23.77,24.19,23.35,77.65,3.92,0.05,1982-09-17
1982,9,18,24.18,24.39,23.78,77.7,4.77,0.06,1982-09-18
1982,9,19,24.29,24.49,24.06,75.74,3.95,0.1,1982-09-19
1982,9,20,24.72,25.04,24.35,71.35,2.74,0.05,1982-09-20
1982,9,21,24.93,25.32,24.47,72.2,2.52,0.35,1982-09-21
1982,9,22,24.61,24.82,24.42,77.88,3.62,0.46,1982-09-22
1982,9,23,24.23,24.52,24.06,78.16,3.42,0.03,1982-09-23
1982,9,24,24.12,24.28,23.83,78.66,2.96,0.03,1982-09-24
1982,9,25,24.33,24.68,23.86,74.94,2.0,0.03,1982-09-25
1982,9,26,24.58,24.81,24.28,73.73,1.93,0.05,1982-09-26
1982,9,27,24.54,24.72,24.29,77.22,3.34,0.08,1982-09-27
1982,9,28,24.55,24.64,24.45,78.39,4.09,0.38,1982-09-28
1982,9,29,24.42,24.65,24.24,78.86,3.43,0.15,1982-09-29
1982,9,30,24.48,24.74,24.22,75.87,2.54,0.2,1982-09-30
1982,10,1,24.73,24.9,24.56,72.56,2.31,0.02,1982-10-01
1982,10,2,24.56,24.68,24.4,75.17,1.87,0.0,1982-10-02
1982,10,3,24.45,24.56,24.25,76.72,2.34,0.02,1982-10-03
1982,10,4,24.22,24.41,23.94,78.27,3.07,0.02,1982-10-04
1982,10,5,23.7,23.84,23.53,78.19,2.07,0.0,1982-10-05
1982,10,6,23.68,23.92,23.3,78.81,1.71,0.01,1982-10-06
1982,10,7,23.92,24.19,23.71,79.27,1.14,0.09,1982-10-07
1982,10,8,23.94,24.22,23.51,81.79,2.76,0.05,1982-10-08
1982,10,9,24.2,24.43,23.89,80.32,3.69,0.33,1982-10-09
1982,10,10,24.31,24.45,24.13,79.51,3.44,0.34,1982-10-10
1982,10,11,24.26,24.34,24.19,82.36,4.79,0.55,1982-10-11
1982,10,12,24.23,24.39,23.97,78.23,4.82,0.51,1982-10-12
1982,10,13,24.12,24.24,23.94,76.97,4.75,0.32,1982-10-13
1982,10,14,24.02,24.14,23.89,80.91,4.61,0.32,1982-10-14
1982,10,15,24.05,24.32,23.73,82.71,4.99,0.35,1982-10-15
1982,10,16,24.4,24.55,24.14,80.39,4.44,0.32,1982-10-16
1982,10,17,24.48,24.76,24.15,80.55,4.36,0.18,1982-10-17
1982,10,18,24.57,24.64,24.47,81.93,5.94,1.38,1982-10-18
1982,10,19,24.67,24.85,24.48,80.1,5.32,0.15,1982-10-19
1982,10,20,24.6,24.74,24.51,78.7,3.81,0.63,1982-10-20
1982,10,21,24.49,24.55,24.43,80.86,4.24,1.8,1982-10-21
1982,10,22,24.5,24.68,24.31,80.41,4.27,1.11,1982-10-22
1982,10,23,24.45,24.68,24.27,81.24,4.2,1.02,1982-10-23
1982,10,24,24.57,24.77,24.33,82.19,5.03,0.76,1982-10-24
1982,10,25,24.77,24.9,24.66,79.68,5.11,0.63,1982-10-25
1982,10,26,24.81,24.89,24.68,78.45,5.11,1.08,1982-10-26
1982,10,27,24.84,24.99,24.69,76.81,3.88,0.55,1982-10-27
1982,10,28,24.68,24.79,24.54,75.45,3.63,0.39,1982-10-28
1982,10,29,24.82,25.0,24.54,73.65,2.14,0.19,1982-10-29
1982,10,30,24.49,24.63,24.28,78.22,2.44,1.26,1982-10-30
1982,10,31,24.62,24.93,24.14,80.86,3.79,1.25,1982-10-31
1982,11,1,24.77,24.96,24.62,80.4,3.87,2.19,1982-11-01
1982,11,2,25.08,25.28,24.7,77.58,3.7,2.77,1982-11-02
1982,11,3,25.26,25.41,25.09,79.03,4.26,1.12,1982-11-03
1982,11,4,25.25,25.33,25.14,78.9,4.72,1.29,1982-11-04
1982,11,5,25.06,25.19,24.88,79.66,4.72,1.51,1982-11-05
1982,11,6,25.21,25.4,24.88,78.89,5.02,3.05,1982-11-06
1982,11,7,25.2,25.27,25.05,80.59,4.7,1.66,1982-11-07
1982,11,8,24.96,25.12,24.8,80.43,4.6,2.09,1982-11-08
1982,11,9,24.72,24.97,24.61,79.86,3.58,1.18,1982-11-09
1982,11,10,24.84,25.06,24.63,79.12,3.37,0.24,1982-11-10
1982,11,11,24.95,25.19,24.82,79.0,3.09,0.22,1982-11-11
1982,11,12,25.18,25.39,24.96,78.65,3.14,1.46,1982-11-12
1982,11,13,24.89,25.16,24.61,83.64,4.34,3.34,1982-11-13
1982,11,14,24.9,25.06,24.77,84.3,4.98,10.17,1982-11-14
1982,11,15,25.14,25.59,24.7,80.66,3.7,2.19,1982-11-15
1982,11,16,25.37,25.61,25.02,79.81,4.31,1.86,1982-11-16
1982,11,17,25.58,25.78,25.31,79.58,3.83,0.6,1982-11-17
1982,11,18,25.64,25.91,25.39,79.48,4.03,1.92,1982-11-18
1982,11,19,25.79,26.06,25.58,80.1,4.81,7.69,1982-11-19
1982,11,20,26.14,26.25,26.04,78.06,4.14,3.46,1982-11-20
1982,11,21,26.28,26.43,26.03,76.08,3.3,1.31,1982-11-21
1982,11,22,26.03,26.16,25.85,79.49,3.94,1.37,1982-11-22
1982,11,23,25.99,26.27,25.75,76.75,2.7,3.27,1982-11-23
1982,11,24,26.0,26.29,25.6,77.44,2.71,1.2,1982-11-24
1982,11,25,26.08,26.2,25.92,78.61,3.61,1.34,1982-11-25
1982,11,26,25.46,25.9,25.08,80.57,3.26,0.83,1982-11-26
1982,11,27,25.56,25.65,25.44,79.76,3.56,0.06,1982-11-27
1982,11,28,25.45,25.59,25.18,78.24,4.1,0.17,1982-11-28
1982,11,29,25.31,25.58,24.99,77.47,3.22,0.03,1982-11-29
1982,11,30,25.48,25.67,25.17,75.92,2.91,0.06,1982-11-30
1982,12,1,25.5,25.7,25.3,75.71,2.85,0.06,1982-12-01
1982,12,2,25.33,25.61,25.02,80.46,4.42,0.24,1982-12-02
1982,12,3,25.57,25.76,25.35,79.33,3.91,0.5,1982-12-03
1982,12,4,25.64,26.01,25.16,79.44,3.72,0.5,1982-12-04
1982,12,5,25.65,25.97,25.3,80.64,4.64,0.94,1982-12-05
1982,12,6,25.96,26.1,25.81,75.51,3.8,0.2,1982-12-06
1982,12,7,25.82,26.01,25.55,76.51,3.58,2.05,1982-12-07
1982,12,8,25.55,25.93,25.29,79.83,4.33,4.64,1982-12-08
1982,12,9,25.81,26.06,25.53,79.56,3.94,8.62,1982-12-09
1982,12,10,26.16,26.37,25.94,81.06,4.53,5.32,1982-12-10
1982,12,11,26.05,26.39,25.74,83.33,4.85,10.38,1982-12-11
1982,12,12,26.04,26.33,25.5,81.97,4.8,4.59,1982-12-12
1982,12,13,25.58,25.78,25.39,83.3,4.89,7.69,1982-12-13
1982,12,14,25.91,26.13,25.68,80.43,4.34,3.23,1982-12-14
1982,12,15,25.59,25.66,25.5,84.85,6.12,3.7,1982-12-15
1982,12,16,25.31,25.7,24.94,84.08,5.25,0.77,1982-12-16
1982,12,17,25.35,25.65,25.13,86.35,3.87,9.1,1982-12-17
1982,12,18,25.78,26.21,25.45,85.01,3.66,1.82,1982-12-18
1982,12,19,26.34,26.81,25.95,80.54,3.25,0.6,1982-12-19
1982,12,20,26.73,26.96,26.5,73.21,1.88,1.3,1982-12-20
1982,12,21,26.56,26.7,26.44,77.74,3.59,1.71,1982-12-21
1982,12,22,26.42,26.56,26.28,80.17,5.17,1.85,1982-12-22
1982,12,23,26.24,26.38,25.96,80.66,5.7,3.66,1982-12-23
1982,12,24,26.23,26.39,26.14,79.5,4.69,1.55,1982-12-24
1982,12,25,26.18,26.48,25.92,81.26,4.28,0.19,1982-12-25
1982,12,26,26.19,26.57,25.89,80.37,3.14,0.17,1982-12-26
1982,12,27,26.43,26.59,26.24,79.03,3.96,0.25,1982-12-27
1982,12,28,26.36,26.52,26.19,77.44,3.39,0.16,1982-12-28
1982,12,29,26.24,26.46,26.02,75.41,1.72,0.06,1982-12-29
1982,12,30,26.09,26.3,25.91,77.1,1.65,0.2,1982-12-30
1982,12,31,26.05,26.29,25.6,79.23,2.3,0.18,1982-12-31
1983,1,1,26.18,26.74,25.29,77.25,2.06,0.44,1983-01-01
1983,1,2,26.85,27.16,26.46,73.76,1.69,0.38,1983-01-02
